index,oEffect,oReact,oWant,xAttr,xEffect,xIntent,xNeed,xReact,xWant
dia277_utt10,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia279_utt0,['none'],['none'],['none'],['greedy'],['none'],['to be a good person'],['none'],['happy'],['to be successful']
dia279_utt1,['none'],['none'],['none'],['hopeful'],['gets a receipt'],['to be a good citizen'],['to get a pen'],['happy'],['to get a new job']
dia279_utt2,['none'],['none'],['none'],['desperate'],['gets sick'],['none'],['none'],['worried'],['to eat']
dia279_utt3,['none'],['none'],['none'],['attentive'],['none'],['none'],['none'],['informed'],['to be aware']
dia279_utt4,['none'],['none'],['none'],['calm'],['none'],['to be calm'],['none'],['happy'],['to be heard']
dia279_utt5,['none'],['sad'],['to get away with murder'],['mean'],['gets arrested'],['none'],['to have a gun'],['guilty'],['to run away']
dia279_utt6,['none'],['none'],['none'],['patient'],['none'],['to be in charge'],['none'],['happy'],['to wait for the results']
dia279_utt7,['none'],['none'],['to thank personx'],['outgoing'],['none'],['to be a leader'],['to be a leader'],['happy'],['to be a leader']
dia280_utt0,['none'],['none'],['none'],['greedy'],['none'],['to eat'],['to be hungry'],['satisfied'],['to eat']
dia280_utt1,['none'],['annoyed'],['none'],['stubborn'],['none'],['to be left alone'],['none'],['annoyed'],['to leave']
dia280_utt3,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia280_utt6,['none'],['none'],['none'],['proud'],['none'],['none'],['none'],['proud'],['to tell others']
dia280_utt7,['none'],['none'],['none'],['quiet'],['none'],['none'],['none'],['guilty'],['to be quiet']
dia280_utt8,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['happy'],['to get it done']
dia283_utt0,['none'],['none'],['none'],['smart'],['none'],['none'],['none'],['happy'],['to be a good friend']
dia283_utt1,['none'],['none'],['none'],['careless'],['none'],['to be in control'],['to be in a dark room'],['relieved'],['to get to the car']
dia283_utt2,['none'],['none'],['none'],['proud'],['none'],['none'],['none'],['proud'],['to show off']
dia283_utt3,['none'],['none'],['none'],['hot'],['sweats'],['none'],['none'],['tired'],['to get a drink']
dia283_utt4,['none'],['none'],['none'],['carefree'],['none'],['none'],['none'],['happy'],['to be entertained']
dia283_utt5,['none'],['annoyed'],['none'],['annoying'],['none'],['none'],['none'],['annoyed'],['to be left alone']
dia283_utt7,['none'],['none'],['none'],['curious'],['none'],['none'],['none'],['attracted'],['to kiss']
dia284_utt0,['none'],['none'],['none'],['prompt'],['none'],['to be a good host'],['none'],['happy'],['to go home']
dia284_utt2,['none'],['none'],['none'],['relieved'],['none'],['none'],['none'],['relieved'],['to be a good person']
dia284_utt3,['none'],['none'],['none'],['social'],['none'],['none'],['none'],['happy'],['to be heard']
dia284_utt4,['none'],['none'],['none'],['inexperienced'],['none'],['to be safe'],['none'],['nervous'],['to try it']
dia284_utt5,['none'],['none'],['none'],['religious'],['none'],['to be nice'],['none'],['happy'],['to make a speech']
dia284_utt6,['none'],['none'],['none'],['religious'],['none'],['none'],['to learn about religion'],['knowledgeable'],['to learn more']
dia284_utt7,['none'],['none'],['none'],['mean'],['none'],['to be a good friend'],['none'],['happy'],['to be a good friend']
dia284_utt8,['none'],['none'],['none'],['careless'],['none'],['to be a good person'],['none'],['happy'],['to be successful']
dia284_utt9,['none'],['none'],['to thank personx'],['helpful'],['none'],['to be helpful'],['none'],['happy'],['to be a good friend']
dia284_utt10,['none'],['none'],['none'],['determined'],['none'],['to be a good person'],['none'],['happy'],['to get it done']
dia284_utt11,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia284_utt12,['none'],['none'],['none'],['mean'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia284_utt13,['none'],['loved'],['none'],['loving'],['none'],['none'],['none'],['happy'],['to propose']
dia284_utt14,['none'],['none'],['none'],['stubborn'],['none'],['none'],['none'],['annoyed'],['to be left alone']
dia284_utt15,['none'],['none'],['none'],['righteous'],['none'],['none'],['none'],['righteous'],['to repent']
dia284_utt16,['none'],['none'],['none'],['helpful'],['none'],['to be nice'],['none'],['happy'],['to get a new job']
dia284_utt17,['none'],['none'],['none'],['curious'],['none'],['none'],['none'],['happy'],['to be a good listener']
dia284_utt18,['none'],['none'],['none'],['smart'],['none'],['to be right'],['none'],['happy'],['to be successful']
dia284_utt19,['none'],['angry'],['to be honest'],['mean'],['none'],['to be mean'],['to be in office'],['angry'],['to get a new job']
dia284_utt20,['none'],['none'],['none'],['understanding'],['none'],['none'],['none'],['happy'],['to be understood']
dia284_utt21,['none'],['none'],['none'],['mean'],['none'],['none'],['none'],['powerful'],['to get a drink']
dia284_utt22,['none'],['none'],['none'],['scared'],['none'],['none'],['none'],['happy'],['to be successful']
dia284_utt23,['none'],['none'],['none'],['creepy'],['gets yelled at'],['to hide'],['to be wearing a hood'],['sneaky'],['to hide']
dia284_utt24,['none'],['none'],['none'],['lonely'],['none'],['to learn'],['to get on the bus'],['happy'],['to go to the library']
dia284_utt26,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia284_utt27,['none'],['none'],['none'],['careless'],['none'],['to be a winner'],['none'],['relieved'],['to be successful']
dia284_utt28,['none'],['none'],['none'],['righteous'],['none'],['to be a savior'],['none'],['good'],['to repent']
dia284_utt29,['none'],['none'],['none'],['careless'],['none'],['to be a good sport'],['none'],['satisfied'],['to be done']
dia284_utt30,['none'],['none'],['none'],['aggressive'],['none'],['none'],['none'],['surprised'],['to calm down']
dia284_utt31,['none'],['none'],['none'],['relieved'],['none'],['none'],['none'],['relieved'],['to relax']
dia284_utt32,['none'],['none'],['none'],['excited'],['none'],['none'],['none'],['happy'],['to get it done']
dia284_utt33,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia284_utt34,['none'],['none'],['none'],['righteous'],['none'],['to be a better person'],['none'],['relieved'],['to repent']
dia284_utt35,['none'],['none'],['none'],['responsible'],['none'],['none'],['none'],['satisfied'],['to get a tire']
dia284_utt36,['none'],['none'],['to be punished'],['smart'],['none'],['to be a good person'],['none'],['satisfied'],['to punish them']
dia284_utt37,['none'],['none'],['none'],['talkative'],['none'],['to be heard'],['none'],['informed'],['to ask questions']
dia284_utt38,['none'],['none'],['none'],['untrustworthy'],['none'],['none'],['none'],['sad'],['to be forgiven']
dia284_utt39,['none'],['none'],['none'],['religious'],['none'],['none'],['none'],['good'],['to repent']
dia284_utt40,['none'],['none'],['none'],['mean'],['none'],['none'],['none'],['happy'],['to be a good listener']
dia284_utt41,['none'],['none'],['none'],['quiet'],['none'],['none'],['none'],['upset'],['to keep quiet']
dia284_utt42,['none'],['none'],['none'],['thoughtful'],['none'],['to be heard'],['none'],['confused'],['to be heard']
dia284_utt43,['none'],['none'],['none'],['dishonest'],['none'],['to be a liar'],['none'],['guilty'],['to be honest']
dia284_utt44,['none'],['none'],['none'],['smart'],['none'],['none'],['none'],['satisfied'],['to be right']
dia284_utt45,['none'],['none'],['to eat'],['mean'],['none'],['none'],['none'],['guilty'],['to apologize']
dia284_utt46,['none'],['none'],['to have a good time'],['mean'],['none'],['to have fun'],['to have sex'],['happy'],['to have a good time']
dia284_utt48,['none'],['none'],['to get away'],['untrustworthy'],['none'],['none'],['none'],['sad'],['to apologize']
dia284_utt49,['none'],['none'],['none'],['religious'],['none'],['to be faithful'],['none'],['happy'],['to pray']
dia284_utt50,['none'],['none'],['none'],['guilty'],['gets a summons'],['none'],['to be caught'],['sad'],['to get out of jail']
dia284_utt51,['none'],['none'],['none'],['confident'],['none'],['none'],['none'],['relieved'],['to win']
dia284_utt52,['none'],['none'],['none'],['passionate'],['gets a lot of attention'],['none'],['none'],['lustful'],['to be loved']
dia284_utt53,['none'],['none'],['none'],['sad'],['none'],['none'],['none'],['sad'],['to get to know them']
dia284_utt54,['none'],['happy'],['to have a relationship'],['loving'],['none'],['none'],['none'],['happy'],['to propose']
dia284_utt55,['none'],['none'],['none'],['curious'],['none'],['none'],['none'],['good'],['to be correct']
dia284_utt56,['none'],['none'],['to get married'],['romantic'],['none'],['to be with someone'],['to meet someone'],['happy'],['to get married']
dia284_utt57,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['annoyed'],['to get a new car']
dia284_utt58,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia284_utt59,['none'],['none'],['none'],['satisfied'],['none'],['none'],['none'],['satisfied'],['to be a good leader']
dia284_utt60,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['indifferent'],['to be left alone']
dia284_utt63,['none'],['none'],['none'],['calm'],['none'],['to be safe'],['none'],['relieved'],['to get back to work']
dia284_utt64,['none'],['none'],['none'],['ignorant'],['none'],['none'],['none'],['confused'],['to ask for help']
dia284_utt65,['none'],['none'],['none'],['brave'],['none'],['to be independent'],['none'],['relieved'],['to move on']
dia284_utt66,['none'],['none'],['none'],['rude'],['none'],['none'],['none'],['annoyed'],['to get away with it']
dia284_utt68,['none'],['none'],['none'],['ignorant'],['none'],['none'],['none'],['happy'],['to be correct']
dia284_utt69,['none'],['none'],['none'],['unoriginal'],['none'],['none'],['none'],['satisfied'],['to be a good listener']
dia285_utt0,['none'],['none'],['none'],['careless'],['none'],['to be nice'],['none'],['happy'],['to be a good friend']
dia285_utt1,['none'],['none'],['none'],['social'],['none'],['to be heard'],['none'],['happy'],['to get to know each other']
dia285_utt2,['none'],['none'],['none'],['social'],['none'],['none'],['none'],['happy'],['to be successful']
dia285_utt3,['none'],['none'],['none'],['friendly'],['none'],['none'],['none'],['happy'],['to be friends']
dia285_utt4,['none'],['none'],['to thank personx'],['polite'],['gets slapped'],['to be polite'],['to be a pervert'],['satisfied'],['to be polite']
dia285_utt6,['none'],['none'],['none'],['hard working'],['none'],['none'],['none'],['frustrated'],['to be a good listener']
dia285_utt7,['none'],['none'],['none'],['determined'],['none'],['to be a winner'],['none'],['satisfied'],['to show off']
dia286_utt1,['none'],['none'],['none'],['determined'],['none'],['to be a good son'],['none'],['happy'],['to get a drink']
dia286_utt2,['none'],['none'],['none'],['brave'],['none'],['to go home'],['to be in a car'],['happy'],['to go to the bathroom']
dia286_utt6,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia286_utt7,['none'],['none'],['none'],['capable'],['none'],['none'],['none'],['none'],['to try to do it again']
dia286_utt8,['none'],['none'],['none'],['follower'],['none'],['to be a follower'],['none'],['happy'],['to be a good follower']
dia286_utt9,['none'],['none'],['none'],['lucky'],['none'],['none'],['none'],['happy'],['to buy it']
dia286_utt10,['none'],['none'],['none'],['arrogant'],['none'],['none'],['none'],['happy'],['to be successful']
dia289_utt0,['none'],['none'],['none'],['aware'],['none'],['none'],['none'],['happy'],['to buy a pet']
dia289_utt1,['none'],['happy'],['to eat'],['social'],['eats'],['to eat'],['to make plans'],['happy'],['to eat']
dia289_utt2,['none'],['none'],['none'],['stubborn'],['none'],['none'],['none'],['sad'],['to be left alone']
dia289_utt3,['none'],['none'],['to thank personx'],['influential'],['none'],['none'],['none'],['superior'],['to make me feel better']
dia289_utt4,['none'],['none'],['none'],['thoughtful'],['none'],['none'],['none'],['happy'],['to be correct']
dia291_utt0,['none'],['none'],['none'],['attractive'],['gets sweaty'],['none'],['none'],['attractive'],['to get a tan']
dia291_utt2,['none'],['none'],['none'],['perfect'],['none'],['none'],['none'],['happy'],['to be successful']
dia291_utt3,['none'],['annoyed'],['to get to know personx'],['mean'],['none'],['to be mean'],['to be with someone'],['happy'],['to be a matchmaker']
dia291_utt4,['none'],['none'],['none'],['rich'],['none'],['none'],['none'],['happy'],['to be a good person']
dia291_utt5,['none'],['none'],['none'],['remorseful'],['none'],['none'],['none'],['sad'],['to make it up']
dia291_utt6,['none'],['none'],['none'],['responsible'],['none'],['none'],['none'],['happy'],['to get back to work']
dia291_utt8,['none'],['none'],['none'],['smart'],['none'],['to be helpful'],['none'],['happy'],['to be a good friend']
dia295_utt0,['none'],['none'],['none'],['surprised'],['none'],['none'],['none'],['happy'],['to celebrate']
dia295_utt1,['none'],['none'],['none'],['social'],['none'],['to be popular'],['none'],['happy'],['to be a leader']
dia295_utt2,['none'],['happy'],['to have fun'],['friendly'],['none'],['to be with family'],['to make plans'],['happy'],['to meet new people']
dia295_utt3,['none'],['none'],['to be left alone'],['mean'],['none'],['to be alone'],['none'],['relieved'],['to be alone']
dia295_utt4,['none'],['none'],['none'],['mean'],['none'],['to be mean'],['none'],['satisfied'],['to be successful']
dia295_utt5,['none'],['none'],['none'],['loyal'],['none'],['none'],['none'],['happy'],['to be a good leader']
dia295_utt6,['none'],['none'],['none'],['creative'],['none'],['none'],['none'],['happy'],['to buy a new one']
dia295_utt7,['none'],['none'],['none'],['pleased'],['none'],['none'],['none'],['happy'],['to be a good listener']
dia295_utt8,['none'],['none'],['none'],['successful'],['none'],['to be successful'],['to have a good reputation'],['happy'],['to make more money']
dia295_utt9,['none'],['none'],['none'],['argumentative'],['none'],['none'],['none'],['good'],['to argue']
dia295_utt10,['none'],['none'],['none'],['thoughtful'],['none'],['to be alone'],['none'],['happy'],['to relax']
dia295_utt11,['none'],['none'],['none'],['cooperative'],['none'],['to be with someone'],['to get in the car'],['happy'],['to go to the beach']
dia295_utt12,['none'],['none'],['none'],['professional'],['none'],['to be professional'],['none'],['satisfied'],['to be successful']
dia295_utt14,['none'],['none'],['none'],['mean'],['none'],['none'],['none'],['sad'],['to be alone']
dia295_utt15,['none'],['none'],['to go to the beach'],['upset'],['cries'],['to be alone'],['to have argued with persony'],['upset'],['to sulk']
dia295_utt16,['none'],['none'],['none'],['content'],['none'],['to be there'],['none'],['happy'],['to be a good friend']
dia295_utt17,['none'],['none'],['to get away'],['brave'],['gets arrested'],['to be arrested'],['to be in a car'],['scared'],['to get a lawyer']
dia297_utt1,['none'],['none'],['none'],['talented'],['gets praised'],['to be the best'],['to work hard'],['proud'],['to be recognized']
dia297_utt2,['none'],['none'],['none'],['helpful'],['none'],['none'],['none'],['happy'],['to be a good friend']
dia297_utt3,['none'],['none'],['none'],['wise'],['none'],['none'],['none'],['smart'],['to be successful']
dia297_utt5,['none'],['none'],['none'],['curious'],['none'],['to be heard'],['none'],['good'],['to get to know someone']
dia300_utt0,['none'],['none'],['none'],['unintelligent'],['none'],['none'],['none'],['sad'],['to get a promotion']
dia300_utt1,['none'],['none'],['none'],['inferior'],['none'],['none'],['none'],['inferior'],['to be successful']
dia300_utt2,['none'],['none'],['none'],['unintelligent'],['none'],['none'],['none'],['disappointed'],['to eat popcorn']
dia300_utt3,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['guilty'],['to eat something else']
dia300_utt4,['none'],['none'],['none'],['friendly'],['none'],['none'],['none'],['happy'],['to be friends with me']
dia300_utt5,['none'],['none'],['none'],['surprised'],['none'],['none'],['none'],['surprised'],['to be surprised']
dia300_utt6,['none'],['none'],['none'],['secretive'],['none'],['to be alone'],['none'],['sad'],['to keep quiet']
dia300_utt7,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['surprised'],['to get a job']
dia300_utt8,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia300_utt9,['none'],['none'],['none'],['thoughtful'],['none'],['none'],['none'],['happy'],['to ask jeff questions']
dia300_utt10,['none'],['none'],['none'],['helpful'],['none'],['to be a good friend'],['none'],['happy'],['to be successful']
dia302_utt0,['none'],['none'],['none'],['annoying'],['none'],['to be heard'],['none'],['heard'],['to get attention']
dia302_utt1,['none'],['none'],['to fire personx'],['nervous'],['gets nervous'],['none'],['none'],['nervous'],['to get away from the situation']
dia302_utt2,['none'],['none'],['none'],['young'],['none'],['none'],['none'],['proud'],['to celebrate']
dia302_utt3,['none'],['none'],['none'],['smart'],['none'],['none'],['none'],['smart'],['to be right']
dia302_utt4,['none'],['none'],['none'],['honest'],['none'],['none'],['none'],['happy'],['to buy them']
dia302_utt5,['none'],['none'],['none'],['intelligent'],['none'],['none'],['none'],['happy'],['to be successful']
dia302_utt7,['none'],['none'],['none'],['unintelligent'],['none'],['none'],['none'],['stupid'],['to be successful']
dia302_utt8,['none'],['none'],['none'],['athletic'],['gets dizzy'],['to be funny'],['to be in a position of power'],['happy'],['to get up']
dia302_utt9,['none'],['none'],['none'],['expressive'],['none'],['none'],['none'],['good'],['to be understood']
dia302_utt10,['none'],['none'],['none'],['playful'],['gets dizzy'],['none'],['none'],['happy'],['to get exercise']
dia302_utt11,['none'],['none'],['to thank personx'],['defensive'],['gets hurt'],['to be a woman'],['none'],['justified'],['to be a good woman']
dia302_utt13,['none'],['none'],['none'],['talented'],['none'],['none'],['none'],['happy'],['to be a good friend']
dia302_utt14,['none'],['none'],['none'],['nothing'],['none'],['none'],['none'],['nothing'],['to be left alone']
dia303_utt1,['none'],['none'],['none'],['untrustworthy'],['none'],['none'],['none'],['annoyed'],['to get a new job']
dia303_utt2,['none'],['none'],['none'],['mean'],['none'],['none'],['none'],['sad'],['to be a better person']
dia303_utt3,['none'],['none'],['none'],['skilled'],['gets a ticket'],['to be a good driver'],['to like driving'],['happy'],['to get a license']
dia303_utt4,['none'],['none'],['none'],['competitive'],['gets a trophy'],['to win'],['to be playing football'],['happy'],['to celebrate']
dia303_utt5,['none'],['none'],['none'],['lucky'],['none'],['none'],['to have a 50'],['happy'],['to win the race']
dia303_utt6,['none'],['none'],['none'],['talented'],['none'],['none'],['none'],['happy'],['to be more careful']
dia303_utt7,['none'],['none'],['none'],['ugly'],['none'],['none'],['none'],['sad'],['to be left alone']
dia303_utt8,['none'],['none'],['none'],['lost'],['gets seasick'],['none'],['none'],['scared'],['to swim']
dia304_utt0,['none'],['none'],['none'],['responsible'],['none'],['none'],['to be a manager'],['good'],['to get a raise']
dia304_utt1,['none'],['none'],['none'],['friendly'],['none'],['to be nice'],['none'],['happy'],['to say hello']
dia304_utt3,['none'],['none'],['none'],['grateful'],['none'],['none'],['none'],['happy'],['to be happy']
dia304_utt4,['none'],['none'],['none'],['careless'],['none'],['to be a good listener'],['none'],['happy'],['to be successful']
dia304_utt6,['none'],['none'],['none'],['joking'],['none'],['none'],['none'],['happy'],['to laugh']
dia304_utt8,['none'],['none'],['none'],['helpful'],['none'],['to be helpful'],['to have a job'],['happy'],['to get a raise']
dia304_utt9,['none'],['none'],['none'],['agreeable'],['none'],['none'],['none'],['good'],['to be a good friend']
dia304_utt10,['none'],['none'],['none'],['mean'],['none'],['none'],['none'],['bad'],['to eat']
dia305_utt1,['none'],['none'],['to have a baby'],['uncommitted'],['none'],['none'],['none'],['happy'],['to have a baby']
dia305_utt2,['none'],['none'],['none'],['arrogant'],['none'],['none'],['none'],['annoyed'],['to be a good employee']
dia305_utt3,['none'],['none'],['none'],['passionate'],['none'],['none'],['none'],['happy'],['to buy a snack']
dia305_utt4,['none'],['none'],['none'],['smart'],['none'],['none'],['none'],['good'],['to be right']
dia305_utt5,['none'],['none'],['none'],['curious'],['none'],['none'],['none'],['happy'],['to buy more']
dia305_utt7,['none'],['none'],['none'],['determined'],['none'],['none'],['none'],['happy'],['to get a new job']
dia305_utt8,['none'],['none'],['none'],['curious'],['none'],['none'],['to be nosy'],['surprised'],['to tell everyone']
dia305_utt10,['none'],['none'],['none'],['thoughtful'],['none'],['none'],['none'],['good'],['to be heard']
dia305_utt11,['none'],['none'],['none'],['curious'],['none'],['to be a good person'],['none'],['happy'],['to be successful']
dia305_utt12,['none'],['none'],['none'],['active'],['none'],['to move'],['none'],['excited'],['to move']
dia306_utt0,['none'],['none'],['none'],['arrogant'],['none'],['none'],['none'],['like a freak'],['to be a good person']
dia306_utt1,['none'],['none'],['none'],['hardworking'],['none'],['to be successful'],['none'],['proud'],['to get a raise']
dia306_utt2,['none'],['none'],['none'],['sad'],['gets wet'],['none'],['to be sad'],['sad'],['to get a tissue']
dia306_utt3,['none'],['none'],['none'],['sweet'],['none'],['none'],['none'],['happy'],['to be a good friend']
dia306_utt4,['none'],['none'],['none'],['unskilled'],['gets promoted'],['none'],['none'],['sad'],['to try to do better']
dia306_utt5,['none'],['none'],['none'],['rich'],['none'],['to be rich'],['to work hard'],['happy'],['to be successful']
dia306_utt6,['none'],['none'],['none'],['curious'],['none'],['to know'],['none'],['informed'],['to learn more']
dia306_utt7,['none'],['none'],['none'],['smart'],['none'],['none'],['none'],['happy'],['to be a good example']
dia306_utt8,['none'],['none'],['none'],['relieved'],['none'],['none'],['none'],['relieved'],['to be calm']
dia306_utt9,['none'],['none'],['none'],['unskilled'],['none'],['none'],['none'],['scared'],['to be a good person']
dia307_utt0,['none'],['none'],['none'],['impulsive'],['none'],['to be mean'],['none'],['relieved'],['to fire someone']
dia307_utt1,['none'],['none'],['none'],['observant'],['none'],['none'],['none'],['satisfied'],['to tell everyone']
dia307_utt2,['none'],['none'],['none'],['confused'],['none'],['none'],['none'],['confused'],['to explain']
dia307_utt3,['none'],['none'],['none'],['curious'],['none'],['none'],['none'],['happy'],['to ask her out']
dia307_utt4,['none'],['none'],['none'],['confused'],['none'],['none'],['none'],['confused'],['to ask her to go away']
dia307_utt5,['none'],['none'],['none'],['smart'],['none'],['none'],['none'],['informed'],['to tell someone']
dia307_utt6,['none'],['none'],['none'],['content'],['none'],['none'],['none'],['relieved'],['to be happy']
dia307_utt7,['none'],['none'],['none'],['unskilled'],['none'],['none'],['none'],['sad'],['to get a new job']
dia307_utt8,['none'],['none'],['none'],['curious'],['none'],['to know about the weather'],['none'],['satisfied'],['to get an answer']
dia307_utt9,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['sad'],['to get a new job']
dia309_utt0,['none'],['none'],['none'],['frustrated'],['gets yelled at'],['none'],['none'],['frustrated'],['to get a new job']
dia309_utt1,['none'],['none'],['none'],['quick'],['none'],['none'],['none'],['confused'],['to get to know them']
dia309_utt2,['none'],['none'],['none'],['smart'],['none'],['to be a better person'],['to be a hacker'],['satisfied'],['to be a better person']
dia309_utt3,['none'],['none'],['none'],['mean'],['none'],['none'],['none'],['guilty'],['to be a better person']
dia309_utt4,['none'],['none'],['none'],['unskilled'],['none'],['none'],['none'],['happy'],['to get a drink']
dia309_utt5,['none'],['none'],['none'],['smart'],['none'],['none'],['none'],['smart'],['to be understood']
dia309_utt6,['none'],['none'],['none'],['determined'],['none'],['to be successful'],['none'],['proud'],['to do something']
dia309_utt7,['none'],['none'],['none'],['smart'],['none'],['to be a good employee'],['to have a camera'],['happy'],['to make a copy of the photo']
dia309_utt8,['none'],['none'],['none'],['careless'],['gets sick'],['none'],['none'],['sick'],['to get a drink']
dia310_utt0,['none'],['none'],['none'],['hurt'],['none'],['none'],['none'],['hurt'],['to get away from it']
dia310_utt1,['none'],['none'],['none'],['young'],['none'],['none'],['none'],['sad'],['to be a good child']
dia310_utt2,['none'],['none'],['none'],['helpful'],['none'],['to help'],['to have a job'],['happy'],['to get a drink']
dia310_utt3,['none'],['none'],['none'],['scared'],['none'],['none'],['none'],['sad'],['to get away']
dia310_utt4,['none'],['none'],['none'],['confident'],['none'],['to be a good person'],['none'],['proud'],['to do it']
dia310_utt5,['none'],['none'],['none'],['careless'],['none'],['none'],['none'],['happy'],['to get it done']
dia310_utt6,['none'],['none'],['none'],['religious'],['none'],['to be truthful'],['none'],['good'],['to be honest']
dia310_utt7,['none'],['none'],['none'],['mean'],['none'],['to be honest'],['none'],['ashamed'],['to tell everyone else']
dia310_utt8,['none'],['none'],['none'],['lazy'],['none'],['none'],['none'],['sad'],['to eat junk food']
dia310_utt9,['none'],['none'],['none'],['fertile'],['gets a baby'],['none'],['none'],['happy'],['to have a baby']
dia310_utt10,['none'],['none'],['none'],['brave'],['none'],['to be a good man'],['none'],['happy'],['to be successful']
dia310_utt11,['none'],['none'],['none'],['smart'],['none'],['to be a good actor'],['none'],['happy'],['to be a good actor']
dia311_utt0,['none'],['none'],['none'],['loving'],['none'],['to spend time with someone'],['none'],['happy'],['to go home']
dia311_utt1,['none'],['none'],['none'],['happy'],['none'],['none'],['none'],['happy'],['to go home']
dia311_utt2,['none'],['none'],['none'],['curious'],['none'],['to buy something'],['to drive to the store'],['satisfied'],['to buy something']
dia311_utt3,['none'],['none'],['none'],['careless'],['none'],['to get a new pair of scissors'],['to get the scissors'],['guilty'],['to get a new pair']
dia311_utt4,['none'],['none'],['to be alone'],['scared'],['none'],['to be alone'],['to be in a bad mood'],['relieved'],['to be alone']
dia311_utt5,['none'],['none'],['none'],['happy'],['none'],['none'],['none'],['happy'],['to enjoy']
dia312_utt0,['none'],['none'],['none'],['social'],['none'],['to be heard'],['none'],['happy'],['to ask me a question']
dia312_utt1,['none'],['none'],['none'],['brave'],['none'],['none'],['none'],['happy'],['to get a job']
dia312_utt2,['none'],['none'],['none'],['competent'],['gets promoted'],['none'],['to be a good employee'],['happy'],['to be a good employee']
dia312_utt3,['none'],['none'],['none'],['authoritative'],['none'],['to be a good person'],['none'],['relieved'],['to fire people']
dia312_utt4,['none'],['none'],['none'],['greedy'],['none'],['none'],['none'],['sad'],['to be a good employee']
dia312_utt5,['none'],['none'],['none'],['lucky'],['none'],['none'],['none'],['happy'],['to get a drink']
dia312_utt6,['none'],['none'],['none'],['confident'],['none'],['to be a good friend'],['none'],['happy'],['to be successful']
dia312_utt7,['none'],['none'],['none'],['curious'],['none'],['to try something new'],['none'],['happy'],['to try again']
dia312_utt8,['none'],['none'],['none'],['mean'],['none'],['to be heard'],['none'],['happy'],['to get a drink']
dia312_utt9,['none'],['none'],['none'],['confused'],['gets confused'],['none'],['none'],['confused'],['to find out more']
dia313_utt0,['none'],['none'],['none'],['aware'],['none'],['none'],['none'],['good'],['to be right']
dia313_utt1,['none'],['none'],['none'],['expressive'],['none'],['none'],['none'],['good'],['to be heard']
dia313_utt2,['none'],['none'],['none'],['rich'],['gets a receipt'],['to buy something'],['to have money'],['happy'],['to buy something']
dia313_utt3,['none'],['none'],['none'],['generous'],['none'],['to be a good son'],['to have money'],['happy'],['to buy a car']
dia313_utt4,['none'],['none'],['none'],['agreeable'],['none'],['none'],['none'],['happy'],['to be a good mother']
dia313_utt5,['none'],['none'],['none'],['focused'],['none'],['to focus'],['none'],['happy'],['to be focused']
dia313_utt6,['none'],['none'],['none'],['understanding'],['none'],['to be nice'],['none'],['happy'],['to be nice']
dia313_utt7,['none'],['none'],['none'],['agreeable'],['none'],['to be nice'],['none'],['happy'],['to be a good friend']
dia313_utt8,['none'],['none'],['none'],['hungry'],['gets dirty'],['none'],['to be hungry'],['hungry'],['to eat the pork']
dia313_utt9,['none'],['none'],['none'],['annoying'],['none'],['to be a good mother'],['none'],['happy'],['to get away']
dia314_utt0,['none'],['none'],['none'],['blind'],['none'],['none'],['none'],['sad'],['to keep quiet']
dia314_utt1,['none'],['none'],['none'],['determined'],['none'],['to be free'],['to be in a game'],['relieved'],['to go home']
dia314_utt3,['none'],['none'],['none'],['responsible'],['none'],['none'],['none'],['happy'],['to be successful']
dia314_utt4,['none'],['none'],['none'],['confused'],['none'],['none'],['none'],['confused'],['to ask questions']
dia314_utt5,['none'],['impressed'],['none'],['creative'],['none'],['to impress others'],['none'],['proud'],['to impress']
dia314_utt6,['none'],['none'],['none'],['smart'],['none'],['none'],['none'],['smart'],['to be right']
dia314_utt8,['none'],['none'],['none'],['determined'],['none'],['to be a good friend'],['none'],['happy'],['to get a drink']
dia314_utt10,['none'],['none'],['none'],['obvious'],['none'],['none'],['none'],['embarrassed'],['to be understood']
dia315_utt0,['none'],['none'],['none'],['friendly'],['none'],['to be nice'],['none'],['happy'],['to be a good person']
dia315_utt1,['none'],['none'],['none'],['thirsty'],['none'],['none'],['none'],['satisfied'],['to drink']
